# doc pdvd/55 -- STM + Michel hand scan, tranches 1+2, tag smx1a.
# verdict/kind/tags/pin read from the label ARTIFACT; confidence from the scan record.
scan_id	tranche	key	muon_len_cm	chain_is_stm	chain_reject	verdict	michel_kind	confidence	n_obj	muon	michel	gamma	delta_other	pin_rr	stop_d_face	entry_d_face	undershoot
343	2	039349_41/23	301.7	0	no_bragg|shape_flat	THRU	none	high	4	3	0	0	1		120.4	0.3	0
344	2	039349_41/51	162.9	0	shape_flat|profile_sparse	STM_MICHEL	attached	medium	5	3	2	0	0		110.8	0.3	0
345	2	039349_42/41	12.6	0	stop_unmatched|plateau_off_mip	MESSY	none	high	27	0	0	0	27		7.1	0.1	0
346	2	039349_42/43	292.4	0	no_bragg|shape_flat	THRU	none	medium	9	6	0	0	3		82.7	4.3	0
347	2	039349_42/45	93.4	0	no_bragg|shape_flat	THRU	none	high	2	2	0	0	0		75.7	0.1	0
348	2	039349_42/48	178.5	0	no_bragg|shape_flat	THRU	none	medium	7	4	0	0	3		118.1	0.2	0
349	2	039349_42/52	190.7	1	STM	STM_MICHEL	both	high	11	4	5	2	0		120.0	0.5	0
350	2	039349_42/53	139.9	0	no_bragg|shape_flat	THRU	none	high	3	3	0	0	0		23.4	0.3	0
351	2	039349_43/50	19.3	1	STM	STM_MICHEL	attached	high	2	1	1	0	0		15.9	1.7	0
353	2	039349_43/62	22.8	0	stop_unmatched|stop_near_boundary|plateau_off_mip	THRU	none	high	4	1	0	0	3		2.4	8.9	0
354	2	039349_43/65	300.3	0	no_bragg|shape_flat	THRU	none	high	7	4	0	0	3		74.9	0.4	0
355	2	039349_43/66	190.7	0	no_bragg	THRU	none	medium	5	2	0	0	3		48.4	0.1	0
356	2	039349_44/18	60.4	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		31.6	1.3	0
357	2	039349_44/26	224.0	0	no_bragg|shape_flat	THRU	none	medium	29	13	0	0	16		93.6	0.7	0
358	2	039349_44/28	24.1	0	no_bragg|shape_flat	FRAG_STM_MICHEL	both	medium	6	2	1	1	2	4.27	131.3	121.9	0
359	2	039349_44/53	102.9	0	no_bragg|shape_flat	THRU	none	high	5	2	0	0	3		36.3	0.1	0
360	2	039349_44/66	260.1	0	shape_flat|profile_sparse	THRU	none	medium	22	12	0	0	10		133.8	0.4	0
361	2	039349_44/68	72.9	0	no_bragg|shape_flat	THRU	none	high	4	2	0	0	2		48.1	0.0	0
362	2	039349_44/72	102.9	0	shape_flat|profile_sparse	THRU	none	medium	12	6	0	0	6		43.4	40.4	0
363	2	039349_44/75	772.5	1	STM	STM_ONLY	detached dots	medium	18	11	0	3	4		32.2	0.1	0
364	2	039349_45/16	263.0	0	no_bragg|shape_flat	THRU	none	high	6	5	0	0	1		33.1	0.5	0
365	2	039349_45/25	47.4	0	no_bragg|shape_flat	FRAG_THRU	none	medium	4	2	0	0	2		58.0	59.2	0
366	2	039349_45/52	412.8	0	no_bragg|shape_flat	THRU	none	high	9	6	0	0	3		40.4	0.3	0
367	2	039349_46/47	80.2	1	STM	STM_ONLY	none	high	1	1	0	0	0		63.9	0.5	0
369	2	039349_47/24	294.4	0	no_bragg|shape_flat	THRU	none	high	9	6	0	0	3		58.6	0.6	0
370	2	039349_47/31	98.2	1	STM	STM_MICHEL	attached	high	4	1	1	0	2		15.9	0.4	0
371	2	039349_47/57	261.9	1	STM	STM_ONLY	none	high	6	5	0	0	1		30.2	0.7	0
372	2	039349_47/59	155.7	0	no_bragg|shape_flat	THRU	none	high	3	2	0	0	1		98.2	0.4	0
373	2	039349_47/68	112.3	1	STM	STM_ONLY	none	medium	5	2	0	0	3		71.8	0.1	0
374	2	039349_48/14	234.7	0	no_bragg|shape_flat|stop_near_boundary	THRU	none	high	12	7	0	0	5		0.3	18.8	0
375	2	039349_48/21	225.0	0	no_bragg|shape_flat	THRU	none	medium	7	7	0	0	0		131.9	2.7	0
377	2	039349_48/54	129.0	0	no_bragg|shape_flat	STM_MICHEL	attached	low	7	4	1	0	2		61.8	0.1	0
378	2	039349_48/58	265.4	1	STM	STM_ONLY	detached dots	high	7	4	0	2	1		132.4	0.3	0
379	2	039349_48/63	329.7	1	STM	STM_ONLY	detached dots	medium	9	5	0	3	1		142.6	6.2	1
380	2	039349_49/48	298.1	0	no_bragg|shape_flat	THRU	none	high	3	2	0	0	1		28.9	0.1	0
381	2	039349_49/70	143.4	1	STM	STM_ONLY	detached dots	high	2	1	0	1	0		72.9	17.0	0
382	2	039349_49/72	74.1	0	stop_near_boundary|profile_sparse	THRU	none	medium	7	2	0	0	5		3.2	1.4	0
383	2	039349_5/54	321.1	0	no_bragg|shape_flat	STM_MICHEL	both	medium	9	4	2	1	2	4.12	61.6	0.1	0
384	2	039349_5/64	423.3	0	shape_flat	STM_MICHEL	attached	high	6	2	4	0	0		35.0	0.3	0
385	2	039349_5/65	34.2	0	shape_flat|continuation	STM_MICHEL	both	high	7	1	3	3	0		23.7	1.0	0
386	2	039349_50/15	64.2	0	no_bragg|shape_flat	THRU	none	high	3	2	0	0	1		53.5	14.6	0
387	2	039349_50/17	84.3	0	no_bragg|shape_flat	THRU	none	medium	2	1	0	0	1		9.2	0.5	0
388	2	039349_50/45	261.5	0	no_bragg|shape_flat	STM_ONLY	detached dots	medium	6	3	0	2	1		115.9	0.2	0
389	2	039349_50/46	216.1	0	no_bragg|shape_flat	THRU	none	medium	5	3	0	0	2		33.3	1.5	0
390	2	039349_50/58	32.5	0	no_bragg|shape_flat	THRU	none	high	5	2	0	0	3		15.1	0.2	0
391	2	039349_51/16	71.3	0	no_bragg|shape_flat	THRU	none	high	4	2	0	0	2		41.6	7.0	0
392	2	039349_51/17	61.3	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		44.5	0.4	0
393	2	039349_51/21	92.4	0	no_bragg|shape_flat	STM_ONLY	detached dots	medium	5	3	0	1	1		22.4	2.1	0
394	2	039349_51/24	281.3	0	shape_flat	STM_MICHEL	both	high	9	1	2	5	1		70.9	128.9	0
395	2	039349_51/25	54.9	1	STM	STM_ONLY	detached dots	high	2	1	0	1	0		48.6	12.3	0
396	2	039349_51/29	73.8	0	no_bragg|shape_flat	STM_MICHEL	detached dots	medium	4	1	0	3	0	8.99	52.2	1.8	0
397	2	039349_51/44	148.8	0	no_bragg|shape_flat	THRU	none	medium	9	7	0	0	2		74.4	0.4	0
398	2	039349_51/59	311.2	0	no_bragg|shape_flat	THRU	none	high	5	4	0	0	1		46.9	0.5	0
399	2	039349_52/36	201.3	0	no_bragg|shape_flat	STM_MICHEL	both	medium	5	1	2	2	0	6.29	49.1	0.2	0
400	2	039349_52/50	38.9	1	STM	STM_ONLY	detached dots	high	3	1	0	1	1		34.5	0.4	0
401	2	039349_52/52	120.5	1	STM	STM_ONLY	detached dots	high	7	1	0	4	2		77.1	0.5	0
402	2	039349_53/20	131.2	0	no_bragg|shape_flat	THRU	none	high	2	1	0	0	1		45.3	0.1	0
403	2	039349_53/45	277.3	1	STM	STM_MICHEL	both	high	5	1	3	1	0		77.9	0.4	0
404	2	039349_53/46	305.1	0	no_bragg|shape_flat	THRU	none	medium	4	3	0	0	1		143.4	0.7	0
405	2	039349_53/51	242.9	0	shape_flat	STM_ONLY	none	medium	8	3	0	0	5		101.7	0.3	0
406	2	039349_53/56	43.4	0	no_bragg|shape_flat	THRU	none	high	5	3	0	0	2		35.3	0.0	0
407	2	039349_54/18	309.1	0	no_bragg|shape_flat	THRU	none	medium	3	2	0	0	1		33.3	1.2	0
408	2	039349_54/20	312.2	0	no_bragg|shape_flat	THRU	none	high	20	7	0	0	13		148.7	0.5	0
409	2	039349_54/30	130.0	0	shape_flat	STM_MICHEL	both	high	10	4	2	4	0		56.6	4.3	0
411	2	039349_54/56	27.1	0	shape_flat|profile_sparse	STM_MICHEL	both	medium	13	1	4	8	0	11.06	30.2	14.9	0
412	2	039349_54/62	80.1	0	no_bragg|shape_flat|stop_near_boundary	FRAG_THRU	none	high	2	1	0	0	1		2.3	26.3	0
413	2	039349_54/65	149.5	0	stop_near_boundary|plateau_off_mip	FRAG_THRU	none	high	5	5	0	0	0		0.1	15.9	0
414	2	039349_54/66	302.2	0	shape_flat|plateau_off_mip	THRU	none	high	11	6	0	0	5		48.0	10.5	0
415	2	039349_55/24	312.6	0	shape_flat	STM_ONLY	none	high	14	9	0	0	5		125.1	0.4	0
416	2	039349_55/31	198.5	0	no_bragg|shape_flat	THRU	none	high	9	5	0	0	4		13.7	1.0	0
417	2	039349_55/55	222.9	0	no_bragg|shape_flat	THRU	none	high	3	3	0	0	0		20.5	1.0	0
418	2	039349_56/18	103.3	0	plateau_off_mip	THRU	none	high	6	6	0	0	0		45.2	0.4	0
419	2	039349_56/23	231.6	0	no_bragg|shape_flat	THRU	none	high	8	4	0	0	4		137.6	0.5	0
420	2	039349_56/28	102.2	1	STM	STM_ONLY	detached dots	medium	9	4	0	2	3		52.1	0.7	0
421	2	039349_56/30	23.7	0	no_bragg|shape_flat	THRU	none	medium	2	1	0	0	1		22.5	28.6	0
422	2	039349_56/36	218.4	0	shape_flat	STM_MICHEL	attached	high	5	3	1	0	1	1.8	87.0	0.3	0
423	2	039349_56/41	360.7	1	STM	STM_ONLY	none	high	1	1	0	0	0		138.3	0.2	0
424	2	039349_56/47	156.6	0	no_bragg|shape_flat	THRU	none	high	2	1	0	0	1		85.0	0.3	0
425	2	039349_56/53	325.4	1	STM	STM_ONLY	detached dots	medium	10	3	0	4	3		50.8	2.0	0
426	2	039349_57/22	291.1	0	no_bragg|shape_flat	THRU	none	high	5	3	0	0	2		27.7	0.2	0
427	2	039349_57/26	181.6	0	shape_flat|profile_sparse	FRAG_THRU	none	high	3	2	0	0	1		129.5	116.8	0
428	2	039349_57/27	151.7	0	no_bragg|shape_flat	THRU	none	high	11	7	0	0	4		21.9	0.1	0
429	2	039349_57/67	319.2	0	no_bragg|shape_flat	THRU	none	high	14	7	0	0	7		64.7	0.4	0
430	2	039349_58/21	24.9	0	shape_flat	STM_ONLY	none	medium	1	1	0	0	0		19.7	5.8	0
431	2	039349_58/69	41.2	0	no_bragg|shape_flat	STM_MICHEL	detached dots	medium	12	1	0	7	4	2.79	14.0	0.3	0
432	2	039349_58/72	129.9	1	STM	STM_MICHEL	both	high	6	2	3	1	0		45.8	0.0	0
433	2	039349_59/14	24.9	1	STM	THRU	none	medium	1	1	0	0	0		23.1	6.2	0
434	2	039349_59/25	87.7	0	no_bragg|shape_flat	THRU	none	high	7	2	0	0	5		72.1	1.5	0
435	2	039349_59/29	157.8	0	no_bragg|shape_flat	THRU	none	high	7	3	0	0	4		72.8	2.1	0
437	2	039349_6/56	85.6	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		30.3	0.1	0
438	2	039349_6/61	374.2	0	shape_flat	THRU	none	high	4	4	0	0	0		120.0	0.0	0
439	2	039349_6/62	295.8	1	STM	THRU	none	high	10	3	0	0	7		58.1	0.1	0
440	2	039349_6/75	244.6	0	no_bragg|shape_flat	THRU	none	high	8	6	0	0	2		39.9	4.8	0
441	2	039349_60/40	328.9	0	shape_flat	STM_MICHEL	attached	medium	3	1	1	0	1	6.21	141.2	0.2	0
442	2	039349_60/46	137.1	0	profile_sparse	MESSY	none	medium	4	0	0	0	4		62.6	5.8	0
443	2	039349_60/47	91.0	0	plateau_off_mip	MESSY	none	medium	9	0	0	0	9		68.5	3.1	0
445	2	039349_61/20	332.1	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		55.4	0.5	0
446	2	039349_61/21	115.1	0	no_bragg|shape_flat	STM_MICHEL	both	medium	6	2	2	1	1	13.88	7.1	0.1	0
447	2	039349_61/30	179.1	1	STM	STM_ONLY	none	high	6	4	0	0	2		13.9	11.8	0
448	2	039349_61/50	224.6	1	STM	STM_MICHEL	both	high	3	1	1	1	0		82.2	0.1	0
449	2	039349_61/51	89.3	1	STM	STM_MICHEL	both	high	6	1	1	2	2		42.9	0.3	0
450	2	039349_61/58	49.2	1	STM	STM_MICHEL	both	medium	24	5	3	8	8		28.5	3.2	0
451	2	039349_61/62	83.0	0	no_bragg|shape_flat	THRU	none	high	13	4	0	0	9		67.3	0.4	0
452	2	039349_62/32	340.7	0	no_bragg|shape_flat	THRU	none	high	3	2	0	0	1		53.3	0.0	0
453	2	039349_62/35	133.4	0	shape_flat	THRU	none	medium	2	2	0	0	0		76.7	0.4	0
